iter	RMSE
168	0.05361978828
169	0.05355498202
170	0.05345216057
171	0.05343051815
172	0.05331831609
173	0.05323994913
174	0.05308576754
175	0.05296259352
176	0.05292055831
177	0.05286137568
178	0.05273618222
179	0.0526844569
180	0.0526003255
181	0.0524713733
182	0.05232002838
183	0.05221966676
184	0.05209884809
185	0.05199651767
186	0.05192612034
187	0.05181477773
188	0.05168705247
189	0.05155202172
190	0.0514269216
191	0.05134626153
192	0.05119792624
193	0.05107157001
194	0.05094881694
195	0.05088075488
196	0.05078621349
197	0.05066291975
198	0.05059718683
199	0.05048139585
200	0.05042719047
201	0.05032897042
202	0.05021975877
203	0.0500893666
204	0.04999848308
205	0.049892209
206	0.04981707292
207	0.04971622997
208	0.04963986647
209	0.04957864653
210	0.04948223969
211	0.04939781231
212	0.0493281298
213	0.04922943697
214	0.04912054896
215	0.04903076271
216	0.04896053797
217	0.04885015641
218	0.0487814378
219	0.0486719957
220	0.04857159441
221	0.04848968179
222	0.04838401324
223	0.04828223091
224	0.04820656968
225	0.04811585391
226	0.04803572378
227	0.04798429112
228	0.0479259362
229	0.04778705663
230	0.04771458883
231	0.0475917836
232	0.04756475201
233	0.04747175041
234	0.04737282334
235	0.04726600306
236	0.04713980489
237	0.04709197909
238	0.04697091416
239	0.04687268834
240	0.04680918821
241	0.04674386789
242	0.04667125847
243	0.04659465852
244	0.04653619879
245	0.04643635484
246	0.0463360305
247	0.04625255837
248	0.04616935674
249	0.04610423688
250	0.04601433248
251	0.04595934582
252	0.04586014034
253	0.04576347701
254	0.04569508378
255	0.0456188814
256	0.04553733812
257	0.04546293479
258	0.04540190623
259	0.04533713576
260	0.0452854899
261	0.04518946673
262	0.04513650287
263	0.04505167552
264	0.04496109616
265	0.04486213731
266	0.04477104992
267	0.04469419031
268	0.044631582
269	0.04452888065
270	0.04445245592
271	0.04440194095
272	0.04431049357
273	0.044254534
274	0.04417355418
275	0.04410320886
276	0.0440220147
277	0.04395352705
278	0.04385694312
279	0.04381188022
280	0.04375859161
281	0.04371068496
282	0.04364340759
283	0.0435446921
284	0.04347686784
285	0.04343144347
286	0.04340507626
287	0.04334264853
288	0.04325194295
289	0.0431525714
290	0.04308476049
291	0.04302335188
292	0.04297270721
293	0.04290644979
294	0.04284604658
295	0.04280040381
296	0.04274011557
297	0.04266878301
298	0.04257761536
299	0.04252841172
300	0.04250174556
301	0.0424840508
302	0.04244281625
303	0.0423686079
304	0.04228537794
305	0.04225099214
306	0.0421775392
307	0.04210308149
308	0.04202917666
309	0.04197277558
310	0.04188264619
311	0.04182552208
312	0.04177793774
313	0.04170324895
314	0.0416594033
315	0.04163736318
316	0.04158756506
317	0.04154085833
318	0.04150503252
319	0.04145212208
320	0.04143676405
321	0.04136473115
322	0.04131139482
323	0.04126373112
324	0.04117110516
325	0.04113698521
326	0.04107576854
327	0.04102672877
328	0.04096855989
329	0.04088571151
330	0.0408351962
331	0.04076383584
332	0.04073915336
333	0.04070071336
334	0.04064026983
335	0.04060237959
336	0.04056139031
337	0.04049017742
338	0.04043564572
339	0.04038560643
340	0.0403486572
341	0.0402813629
342	0.04021154837
343	0.04015969646
344	0.04012919467
345	0.04006491242
346	0.04000910477
347	0.03996949629
348	0.03992867478
349	0.03988419033
350	0.03985023945
351	0.03980139312
352	0.03974445539
353	0.03971692693
354	0.03964085725
355	0.03959505742
356	0.03952929643
357	0.0394689595
358	0.03942769656
359	0.03936968314
360	0.0393287086
361	0.03927471906
362	0.03923908166
363	0.03919526099
364	0.0391681995
365	0.03911947311
366	0.03908912829
367	0.03902282285
368	0.03897319343
369	0.03891850139
370	0.03889317788
371	0.03882222998
372	0.03876165995
373	0.03872413545
374	0.03869201258
375	0.03865047311
376	0.03860837959
377	0.03856117473
378	0.03851765651
379	0.03847152594
380	0.03842053528
381	0.03837735642
382	0.03833573816
383	0.03828660201
384	0.03823686461
385	0.03819490045
386	0.03816099843
387	0.03812676594
388	0.03808364716
389	0.03804824564
390	0.03799517645
391	0.03794890439
392	0.03789522452
393	0.03785246962
394	0.03780639302
395	0.03778226868
396	0.03773602498
397	0.03770239332
398	0.03767235911
399	0.03764326491
400	0.03758066569
401	0.03754771146
402	0.03751115331
403	0.03746085415
404	0.03741248603
405	0.03736612964
406	0.03730927121
407	0.03727114553
408	0.03721829811
409	0.03717837421
410	0.03716304089
411	0.03710931824
412	0.03707329581
413	0.03701715145
414	0.03696474023
415	0.03693350127
416	0.03690463583
417	0.03687391786
418	0.03681929561
419	0.03678069982
420	0.03673762796
421	0.03671362308
422	0.03666345586
423	0.03662233175
424	0.0365740165
425	0.03653480985
426	0.03652017579
427	0.0365127773
428	0.03645341451
429	0.03642186014
430	0.03639782487
431	0.03635385249
432	0.03633451411
433	0.0362817528
434	0.03625327234
435	0.03620667212
436	0.03616768272
437	0.03611557753
438	0.03608909539
439	0.03605082037
440	0.03600802647
441	0.03598042112
442	0.03595636373
443	0.0359233828
444	0.03588705829
445	0.03584515689
446	0.03579102435
447	0.03574393351
448	0.03570398883
449	0.03566670905
450	0.03561677247
451	0.03556182885
452	0.03552618211
453	0.0354824187
454	0.03546519228
455	0.03541343661
456	0.03537186724
457	0.03533121548
458	0.03528274175
459	0.03524975464
460	0.03521997799
461	0.03517994091
462	0.03514372689
463	0.03512069202
464	0.03508532736
465	0.0350472086
466	0.03501885653
467	0.03499029776
468	0.03496134358
469	0.03493393614
470	0.03490736917
471	0.03486371813
472	0.03483109428
473	0.03480441781
474	0.03476400046
475	0.03473275168
476	0.03469902416
477	0.03466941364
478	0.03462843498
479	0.03459217262
480	0.03455141116
481	0.03451238343
482	0.03450576606
483	0.03445493729
484	0.03442216927
485	0.03438831795
486	0.03436005032
487	0.03432470265
488	0.03428679214
489	0.03426032184
490	0.0342202991
491	0.0341835045
492	0.03415447805
493	0.03412910519
494	0.03410117468
495	0.03406622016
496	0.03403718976
497	0.03402065731
498	0.03397791339
499	0.03397643557
500	0.03394400431
501	0.03390767986
502	0.03385957671
503	0.03381951025
504	0.0338039233
505	0.03379254239
506	0.03376338893
507	0.03373590754
508	0.03370949283
509	0.03368155864
510	0.03365211785
511	0.03361598395
512	0.03359203017
513	0.03356354599
514	0.03354253087
515	0.03354131678
516	0.0334955323
517	0.03346608043
518	0.03342112906
519	0.03339697873
520	0.03336850255
521	0.03334955628
522	0.03332013563
523	0.03329145985
524	0.03325975925
525	0.03323279027
526	0.03321304149
527	0.03316587644
528	0.03313954796
529	0.03311749924
530	0.03309181569
531	0.03305482861
532	0.03302129376
533	0.03299544773
534	0.03296076971
535	0.03294164438
536	0.032906387
537	0.03288308411
538	0.0328650022
539	0.03285856449
540	0.03281448651
541	0.0327901485
542	0.03276781575
543	0.03274844109
544	0.0327163421
545	0.03270559247
546	0.03268176936
547	0.03266712298
548	0.03263775462
549	0.0326176017
550	0.03260230215
551	0.03258006885
552	0.03256082836
553	0.03253854295
554	0.03253593095
555	0.03250217582
556	0.03248547491
557	0.03246289607
558	0.03242555986
559	0.03241779695
560	0.03238618619
561	0.03238126879
562	0.03235708543
563	0.03233444443
564	0.03232958754
565	0.03231170856
566	0.03229072922
567	0.03227259326
568	0.03224861899
569	0.03221873633
570	0.03219721373
571	0.03216585456
572	0.03214949969
573	0.03212021849
574	0.03209468676
575	0.03206545587
576	0.03203871998
577	0.03199848797
578	0.03196806133
579	0.03192362635
580	0.03190009556
581	0.03186669578
582	0.03185058076
583	0.03182116773
584	0.03179475483
585	0.03179369155
586	0.03176159171
587	0.03173019036
588	0.03169216477
589	0.03167522227
590	0.03164384594
591	0.03161691388
592	0.03159494417
593	0.03158119021
594	0.03155001454
595	0.03153003291
596	0.03150818574
597	0.03150707532
598	0.03148694129
599	0.03145803241
600	0.03141941934
601	0.03140320723
602	0.0313626202
603	0.03136170057
604	0.03134246754
605	0.0313318482
606	0.03129504826
607	0.03129404995
608	0.03126535696
609	0.03125944027
610	0.03124423921
611	0.03122127602
612	0.03119230106
613	0.03118333584
614	0.03115066884
615	0.03113245585
616	0.03111270994
617	0.0311112312
618	0.03111044198
619	0.03109488938
620	0.03107098305
621	0.0310564362
622	0.03103186949
623	0.03100069865
624	0.03098540974
625	0.03096595719
626	0.03095136308
627	0.0309251227
628	0.03091614985
629	0.03087745117
630	0.03085300326
631	0.03083039222
632	0.0308040974
633	0.03078261771
634	0.03076106863
635	0.03074194673
636	0.03070921835
637	0.03067464387
638	0.03067373895
639	0.03065245638
640	0.03063484415
641	0.03061732629
642	0.03058255456
643	0.03055875919
644	0.03053190942
645	0.03049113979
646	0.0304707438
647	0.03046120727
648	0.03046026731
649	0.03044569673
650	0.0304273583
651	0.03042640947
652	0.03040650493
653	0.03037838133
654	0.03035888193
655	0.03034319527
656	0.03032235467
657	0.03029622229
658	0.0302717594
659	0.03025733421
660	0.03022427252
661	0.03019799907
662	0.03018258882
663	0.03014826968
664	0.03012795698
665	0.03010072352
666	0.03008078848
667	0.0300667434
668	0.03004821084
669	0.03002334658
670	0.03000063969
671	0.02998700857
672	0.0299665912
673	0.02995049511
674	0.02992876445
675	0.02990094595
676	0.02987893877
677	0.02985952828
678	0.02983120481
679	0.029801764
680	0.02978205205
681	0.02975851008
682	0.02974961606
683	0.02972492633
684	0.0297078489
685	0.02968709659
686	0.02966547322
687	0.02965019217
688	0.02961084847
689	0.02959087028
690	0.02956075747
691	0.02952574526
692	0.02951048181
693	0.02948685438
694	0.02947236846
695	0.02944156815
696	0.02942091458
697	0.02940958798
698	0.02936740298
699	0.02935289571
700	0.02932822416
701	0.02930354169
702	0.02929404487
703	0.02925911932
704	0.02923257958
705	0.02919281156
706	0.02916263861
707	0.02914120859
708	0.02911132245
709	0.02909777876
710	0.02907987606
711	0.02906404082
712	0.02903923702
713	0.02902048021
714	0.02900038547
715	0.02899221997
716	0.02897391815
717	0.02895578788
718	0.0289332111
719	0.0289143803
720	0.02888489083
721	0.02886287829
722	0.02884395974
723	0.02881808113
724	0.02881730372
725	0.02879942703
726	0.02877431306
727	0.0287580633
728	0.02871893443
729	0.02870523556
730	0.02868767383
731	0.02865600528
732	0.02863607474
733	0.02861436988
734	0.02861223049
735	0.02859595731
736	0.02855966454
737	0.02853602118
738	0.02850582367
739	0.0284793742
740	0.02845570714
741	0.02844968548
742	0.02842062712
743	0.02840796514
744	0.02838948798
745	0.02836577992
746	0.02833882635
747	0.02831002534
748	0.02829799791
749	0.02828064262
750	0.02826729193
751	0.02825661308
752	0.0282235474
753	0.02820854957
754	0.02820388371
755	0.02817228532
756	0.02816032619
757	0.02814170978
758	0.02811977585
759	0.02809828718
760	0.02808694636
761	0.02806335834
762	0.02803716198
763	0.02802191123
764	0.02799830944
765	0.02799712826
766	0.0279798534
767	0.02795804809
768	0.02794767142
769	0.02790725463
770	0.02787783792
771	0.02785597012
772	0.02783861347
773	0.02782367879
774	0.02780919209
775	0.02778917029
776	0.02777341825
777	0.0277526959
778	0.02773602451
779	0.02771907023
780	0.02769222518
781	0.02765737373
782	0.02764525385
783	0.0276376735
784	0.02761376832
785	0.02758183568
786	0.0275666351
787	0.02754979546
788	0.02753801545
789	0.02752662231
790	0.0275258123
791	0.0274962496
792	0.02746514687
793	0.02744290801
794	0.02743209099
795	0.02741669547
796	0.02739058296
797	0.02736326486
798	0.02733970365
799	0.02732659198
800	0.02730509169
801	0.02727933179
802	0.02727859314
803	0.02726693543
804	0.02726608659
805	0.02726021972
806	0.02724388466
807	0.02722939784
808	0.02721542877
809	0.02721485136
810	0.02719154151
811	0.02717697875
812	0.02716001898
813	0.02712857028
814	0.02711896513
815	0.02709278945
816	0.02705541363
817	0.02705056398
818	0.02703051367
819	0.02701314046
820	0.02699295068
821	0.02699123946
822	0.02696930989
823	0.02695629675
824	0.02694309694
825	0.02694239595
826	0.02692519613
827	0.02692214176
828	0.02691063953
829	0.02688396731
830	0.02685404727
831	0.02683501963
832	0.02682104342
833	0.0268086014
834	0.02678588676
835	0.02677038318
836	0.02675990735
837	0.02674572904
838	0.02672509485
839	0.02671004376
840	0.02669087767
841	0.02669028754
842	0.02668180175
843	0.02666168537
844	0.02663307027
845	0.02661531097
846	0.02659596064
847	0.02659039194
848	0.02658099931
849	0.02655994288
850	0.02654165444
851	0.02653391538
852	0.02650712081
853	0.02648669391
854	0.02646149603
855	0.0264516858
856	0.02643537997
857	0.02643481295
858	0.02642614779
859	0.02640866478
860	0.02639344202
861	0.02636886997
862	0.02635678656
863	0.02635616768
864	0.0263451008
865	0.02631213122
866	0.02629214799
867	0.02627593034
868	0.02626905319
869	0.02625343135
870	0.02624049678
871	0.02622389423
872	0.02619475505
873	0.0261761761
874	0.02616607594
875	0.02615739133
876	0.02614589858
877	0.02611374695
878	0.0260880496
879	0.0260779133
880	0.0260591465
881	0.02603763562
882	0.0260332799
883	0.0260192609
884	0.02599358773
885	0.02596631138
886	0.0259491433
887	0.02593914821
888	0.02591562715
889	0.02589104053
890	0.02587468612
891	0.02585587238
892	0.02583542262
893	0.02580813013
894	0.02579256029
895	0.02577752302
896	0.02576108292
897	0.02573841123
898	0.0257216675
899	0.02571554687
900	0.02569403256
901	0.02569224098
902	0.02567792462
903	0.02566388511
904	0.02564954593
905	0.02563161701
906	0.02560956282
907	0.02558593688
908	0.02555846727
909	0.02554241901
910	0.02554071305
911	0.02553091156
912	0.02551573376
913	0.02550463108
914	0.0254908353
915	0.02547046317
916	0.02545454728
917	0.02543524478
918	0.02542241229
919	0.02540770973
920	0.02539065306
921	0.0253703027
922	0.02535120595
923	0.02532832415
924	0.02532780975
925	0.02530865288
926	0.02528699545
927	0.02527745834
928	0.02524995061
929	0.02522557203
930	0.02521789322
931	0.02520270663
932	0.02518738227
933	0.02517954051
934	0.02516050069
935	0.02515996169
936	0.02514827876
937	0.02514202374
938	0.02512637146
939	0.02512109764
940	0.02510047746
941	0.0250896035
942	0.02506986334
943	0.02504352861
944	0.02502563016
945	0.02501056503
946	0.02500757074
947	0.02499238726
948	0.02498045913
949	0.02496372183
950	0.02495478004
951	0.02494271837
952	0.02493062816
953	0.02492327737
954	0.02489249284
955	0.02486715487
956	0.02485513789
957	0.02485457971
958	0.02483604745
959	0.02482212499
960	0.02480382434
961	0.0247871543
962	0.02476941493
963	0.0247483247
964	0.0247335943
965	0.02470778694
966	0.02468521434
967	0.02466256302
968	0.02464673888
969	0.02463040863
970	0.02461482558
971	0.02461431481
972	0.0245929409
973	0.02457448746
974	0.02456505937
975	0.02453691646
976	0.02452156195
977	0.02452104987
978	0.02449787466
979	0.02447851404
980	0.02446530541
981	0.02446482154
982	0.02445173101
983	0.02443090449
984	0.02441351734
985	0.02438358662
986	0.02437206629
987	0.02436302527
988	0.02435970019
989	0.02433912333
990	0.02432935509
991	0.02431216343
992	0.02429907991
993	0.02428439264
994	0.02426876388
995	0.02425765842
996	0.02422725131
997	0.02421236747
998	0.02421185629
999	0.02418395305
